Source,Target,Weight
esalonso,austriansnow,2.0
brunoleitem,austriansnow,2.0
natani3ls,austriansnow,2.0
joanna-carvalho,salmeidagois,2.0
joanna-carvalho,InfiniteGear,2.0
trendplacebr,salmeidagois,2.0
ViniciusDalZot,salmeidagois,2.0
zxtheuxz,salmeidagois,2.0
willskz,salmeidagois,2.0
matheusaudi,salmeidagois,2.0
augustresende,uwe72,4.0
021fneves,luiscorsog,2.0
crosspopz,allanbrunobr,2.0
1Jo1,leonardoFrizziFetchly,2.0
spacewaterbear,leonardoFrizziFetchly,2.0
hyagonani,salmiox,2.0
hyagonani,edusachs,2.0
Jaya-Braga,francisbreit,2.0
janiohr,FBrandex,2.0
Lsmelo80,FBrandex,2.0
sibelius,FBrandex,2.0
JoePereiraa,victorpergher,2.0
UnDer-7,AlejoTorres2001,2.0
UnDer-7,tiago18fap,4.0
creditosya26-creator,saggerbr,2.0
Claudi0-Oliveira,jacksonlcruz,2.0
jbenteu,jacksonlcruz,2.0
jbenteu,joaosouz4dev,2.0
jbenteu,InfiniteGear,2.0
iderlando,jacksonlcruz,2.0
Liviofrol,jacksonlcruz,2.0
Sajidali001,viniciusbraz-dev,2.0
Sajidali001,teovillanueva,2.0
Sajidali001,rodolfocella,2.0
johnathanscc,rodolfocella,2.0
brunocastilho88,rodolfocella,2.0
viniciusbraz-dev,imagine-pat,2.0
karthiknitt,viniciusbraz-dev,4.0
JoseAngelGlz,viniciusbraz-dev,4.0
LeninZapata,schimaia1,4.0
kay0ramon,jbenteu,4.0
lvfproducao,DanielSilvaol,2.0
lvfproducao,jbenteu,2.0
augustocss,jbenteu,4.0
gomesOseias,jbenteu,2.0
sgrcreations,jotarodriguezv,2.0
itukconsulting,jotarodriguezv,2.0
cassiodev,wylken,2.0
matheuslenke,wylken,2.0
imagine-pat,VicenteBatistaVB,2.0
delim777,imagine-pat,2.0
edsonwachholz,imagine-pat,2.0
alhaag,imagine-pat,2.0
alhaag,Alex-HC2024,2.0
pedrosantosexe,imagine-pat,2.0
andreynevez,imagine-pat,2.0
andreynevez,marioirodrigues-dev,4.0
Thyanri,imagine-pat,2.0
atlasborn,imagine-pat,2.0
gibranpulga,imagine-pat,2.0
VicenteBatistaVB,rodrigossoares322,2.0
phLuna,VicenteBatistaVB,2.0
brumviews,VicenteBatistaVB,4.0
EduardoAndradeMachado,VicenteBatistaVB,6.0
mcabral2510,fokc1509,4.0
mcabral2510,VicenteBatistaVB,2.0
mcabral2510,VRAutomatize,4.0
melzilucas,VicenteBatistaVB,4.0
jeanmaule,VicenteBatistaVB,2.0
dev-alexandreoliveira,VicenteBatistaVB,2.0
JOAO322323232323,VicenteBatistaVB,2.0
marcelosaguiar,VicenteBatistaVB,2.0
edivaldosegundo,odirlon,2.0
MozanielPSC,salmiox,2.0
MozanielPSC,iamedusm,2.0
felipecontroll,iamedusm,2.0
marcelomagfor,teovillanueva,2.0
hericogimo,MauMauRobert,2.0
hericogimo,teovillanueva,2.0
aherrh02,teovillanueva,2.0
hosanah,stuartffh,2.0
thallesbrandao,protracker251437,2.0
cesarka1,protracker251437,2.0
lucianomdo,protracker251437,4.0
joaosouz4dev,kuncoroatmojo,4.0
joaosouz4dev,jtapeg,4.0
edfvalim,joaosouz4dev,2.0
edfvalim,eTrinityE,2.0
viniciusconexi9,joaosouz4dev,2.0
gustavo-diniz,joaosouz4dev,2.0
RECOHA,jorgevelosodev,4.0
saulobborges,guilombardi91,4.0
saulobborges,BYMSA-DEX,2.0
najiro8v,smartscaile,6.0
thefelipefreire,smartscaile,2.0
Danielwebgit,smartscaile,4.0
decodegear,HELIOPOTELICKI,2.0
Midasstart,HELIOPOTELICKI,2.0
Midasstart,leofelipet,4.0
Midasstart,gkp1,2.0
RenanBucci,HELIOPOTELICKI,2.0
rafaelget,HELIOPOTELICKI,2.0
rafaelget,Kaique-Grigoletto,4.0
0xluc,HELIOPOTELICKI,2.0
iBandMarketing,HELIOPOTELICKI,2.0
thallesmitchell,HELIOPOTELICKI,2.0
edneymatias,HELIOPOTELICKI,6.0
luizpaulomonteiro,Phristyle,2.0
aabnoguera,Phristyle,2.0
Leonardo-cp-ai,Phristyle,2.0
Leonardo-cp-ai,MuriloAMiranda147,2.0
atendiatec,Phristyle,2.0
GabrielCannavo,Phristyle,2.0
RSGestoria,Phristyle,2.0
RSGestoria,MuriloAMiranda147,2.0
warley-oliveira,jwdutra,2.0
warley-oliveira,rodrigossoares322,2.0
joaobibiano,salmiox,2.0
joaobibiano,Meicer10,2.0
mdaushi,Phristyle,2.0
Kaique-Grigoletto,schimaia1,2.0
Kaique-Grigoletto,edimarsiqueira90,2.0
juniorsereno,Kaique-Grigoletto,4.0
juniorsereno,InfiniteGear,2.0
gabrieljablonski,Kaique-Grigoletto,2.0
lourencoerick,Kaique-Grigoletto,2.0
fscardua,Kaique-Grigoletto,2.0
gabialvarenga,MuriloAMiranda147,2.0
luanmbrito,MuriloAMiranda147,4.0
victorpergher,MuriloAMiranda147,2.0
victorpergher,marcelinhov2,2.0
pedroramosuerj,MuriloAMiranda147,4.0
pedroramosuerj,TheEmanuelSampaio,2.0
arthurcts,MuriloAMiranda147,2.0
hustle-inc7,MuriloAMiranda147,2.0
felipeandrewtwo,MuriloAMiranda147,2.0
IsmaelGGomes,MuriloAMiranda147,2.0
willianbsb,lokoquax,2.0
matheuscampbell,lokoquax,4.0
mhisistemas,lokoquax,2.0
tiagoviniciosia,lokoquax,2.0
emariot,JorgeHRP,2.0
BrunetoPassagens,victorhugo-applicativa,2.0
caetanopacheco,joaosouz4dev,2.0
joaoguilhermeeu,VitorS0uza,2.0
vinicin7,salmiox,6.0
vinicin7,brunofelixbessa,4.0
vinicin7,willianbsb,2.0
vinicin7,Gabriel-Souza2,4.0
vinicin7,yydevelopment,8.0
vinicin7,rodrigo-ogioni,6.0
Isaac-alencar,salmiox,2.0
vmontoyasmtop,salmiox,2.0
Floryvibla,salmiox,2.0
msmaiza,salmiox,2.0
Srreven,Bruno-Butzke,2.0
Srreven,pablodiegoo,12.0
Srreven,MatheusMoraisDescomplica,2.0
Srreven,theeusmartins,4.0
rodrigocabraln,josevitor676,4.0
cliquemania,josevitor676,4.0
FedrigoSmart,josevitor676,4.0
icaro-dahora,josevitor676,4.0
andersonluciano,josevitor676,2.0
jonassilva90,josevitor676,2.0
santoswillames,josevitor676,2.0
ederson44,josevitor676,4.0
adaptesolucoes,josevitor676,4.0
CarlosWss,josevitor676,2.0
CarlosWss,Gabriel-Souza2,2.0
pess0a,Raphaildest,2.0
pess0a,Rody-Nunes,2.0
pess0a,viegasozeias,2.0
pess0a,willianbsb,6.0
pess0a,Kaique-Grigoletto,2.0
pess0a,yydevelopment,2.0
pess0a,InfiniteGear,2.0
pess0a,schimaia1,2.0
pess0a,matsnascimento,2.0
pedroyuuki,Rody-Nunes,2.0
valneimelo,willianbsb,2.0
valneimelo,InfiniteGear,2.0
Gabrklein,willianbsb,10.0
brvt,willianbsb,2.0
brvt,InfiniteGear,2.0
brvt,schimaia1,2.0
yydevelopment,chetanshintre,6.0
jotaperez3,yydevelopment,2.0
jotaperez3,rodrigo-ogioni,2.0
Rodrigo131102,yydevelopment,2.0
pr-maia,yydevelopment,2.0
TheCsarbeat,yydevelopment,2.0
EmanoelFaria,yydevelopment,2.0
cvrtopher,yydevelopment,2.0
cygustronic,yydevelopment,2.0
guilhermeverdoodt,yydevelopment,2.0
ViniciusCortez0202,pablodiegoo,2.0
rogpessoa,pablodiegoo,2.0
EltonPereira12,socger,2.0
EltonPereira12,drauber,2.0
EltonPereira12,VitorAf0nso,2.0
diegofss11,Gabriel-Souza2,2.0
diegofss11,rcesar,2.0
diegoqantas,Gabriel-Souza2,2.0
jamesjhonatan123,Gabriel-Souza2,8.0
rodrigo-ogioni,juancresc,10.0
RafaelDomenegueti,rodrigo-ogioni,2.0
WagnerWolf,rodrigo-ogioni,4.0
LuccaDurigan,rodrigo-ogioni,4.0
mstuttgart,rodrigo-ogioni,2.0
Jacodom,rodrigo-ogioni,4.0
Dza-12,rodrigo-ogioni,2.0
kileandrasoares,rodrigo-ogioni,2.0
brunoscruz2023,rodrigo-ogioni,2.0
medeiroscv,rodrigo-ogioni,2.0
dionepereirass,PedroProduct,2.0
jsKahne,lucsqroz,4.0
davidtmiranda,lucsqroz,2.0
rafaelmacedox,lucsqroz,2.0
HambaBersalah,giordano221,4.0
HambaBersalah,lucsqroz,2.0
nextcomm,lucsqroz,2.0
solucionesiacloud,JBdesarrollo,4.0
solucionesiacloud,lucsqroz,2.0
lucasamaral11,almirb,2.0
luiseduardoluz,Kaique-Grigoletto,2.0
jesserovira,jwdutra,6.0
jesserovira,Kaique-Grigoletto,2.0
Guidmr,viegasozeias,12.0
LucasPolicenter,viegasozeias,2.0
kennedysmartins,viegasozeias,6.0
clebiano,viegasozeias,2.0
fabioaragao,luisphtrindade,2.0
schimaia1,CarlosSLoureiro,2.0
schimaia1,InfiniteGear,2.0
schimaia1,agenciasinapse,2.0
flavionc,InfiniteGear,2.0
rocketagenciaseo,Kaique-Grigoletto,2.0
rocketagenciaseo,InfiniteGear,2.0
rocketagenciaseo,schimaia1,2.0
sonnpaulo,InfiniteGear,2.0
sonnpaulo,ViniciusLucas14,4.0
ladeiraluiz,InfiniteGear,2.0
victorconde1,InfiniteGear,2.0
rodrigorossi22,InfiniteGear,2.0
Thiagogestormkt,InfiniteGear,2.0
smartflixbr,InfiniteGear,2.0
vitormrsp,InfiniteGear,2.0
tcghiraldiniapi,lokoquax,2.0
edisonmartinsmkt,suissa,6.0
edisonmartinsmkt,gkp1,4.0
edisonmartinsmkt,lokoquax,2.0
antonio-abrantes,lokoquax,2.0
ASchneiderBR,VitorS0uza,10.0
celobusana,VitorS0uza,2.0
ThiagoSenaJT,VitorS0uza,2.0
carrati,VitorS0uza,2.0
EzequiasCandeia,VitorS0uza,4.0
jilcimar,MikhailProfile,4.0
youngkhaf,MikhailProfile,2.0
jlenon7,MikhailProfile,2.0
Henriquuepedro,MikhailProfile,2.0
Henriquuepedro,rafael-keller,2.0
RenanPiffer,onovotrafego,2.0
MayconSantosBR,DanielSilvaol,4.0
wlucenasec,DanielSilvaol,4.0
GabePaduch,DanielSilvaol,2.0
mariogalvao,DanielSilvaol,2.0
juan-duran,DanielSilvaol,2.0
djgoulart,tonimoreiraa,2.0
djgoulart,jhonwimo,2.0
djgoulart,VRAutomatize,4.0
djgoulart,radamesbispo,2.0
dudis,Feeh03114,2.0
voodobr,Feeh03114,2.0
pachecothiago,Feeh03114,2.0
fokc1509,djgoulart,4.0
prhost,fokc1509,4.0
prhost,ragnafanaticos,4.0
prhost,VRAutomatize,2.0
suporteaoficina,fokc1509,4.0
Jp-K,fokc1509,4.0
Marloncristianolp,yuri12344,2.0
IAntropo,jwcaceres78,2.0
Procuria,jwcaceres78,2.0
aliuosio,jwcaceres78,2.0
vilsonnjr,giordano221,4.0
vilsonnjr,jwcaceres78,2.0
drauber,TheEmanuelSampaio,2.0
erildobarone,rogeriolixa,4.0
jhonathanabreu,rcesar,2.0
jhonathanabreu,jhonatantav,4.0
jhonathanabreu,VRAutomatize,8.0
Marcone-zz,jhonatantav,2.0
StarTron,jhonatantav,2.0
nmultimidia,Rafhageek,2.0
tallesairan,brunofelixbessa,2.0
SimpleDevSam,vinicin7,4.0
SimpleDevSam,tardisblink,2.0
joaoporth,vinicin7,4.0
paulognu,vinicin7,4.0
toledopiza,vinicin7,2.0
regisnew,vinicin7,2.0
mBraga28,vinicin7,2.0
rafwell,zxtheuxz,2.0
rafwell,rcesar,2.0
alexjlutke,rafwell,2.0
spacephotosp,DanielSilvaol,2.0
Santosl2,DanielSilvaol,2.0
Santosl2,LeonardoSFreire,2.0
Santosl2,gkp1,28.0
Santosl2,palvesgomes73,2.0
Santosl2,italomarcelogit,4.0
josemgjunior,DanielSilvaol,2.0
josemgjunior,bahoan,2.0
josemgjunior,rcesar,2.0
josemgjunior,gkp1,6.0
EDSONN56,ap4everthing,2.0
gabrielgranado,Talhary,4.0
fernandeshenrique15,LeonardoSFreire,2.0
foqc,minarkap,6.0
EmmersonRodrigues,guilombardi91,2.0
EmmersonRodrigues,theeusmartins,2.0
joaohenriquecs87,radamesbispo,4.0
adelmops,Raphaildest,2.0
matheuspinhati,bahoan,2.0
carnivash,rogeriolixa,2.0
wilerptech,rogeriolixa,2.0
ViliNeto,fCaioRibeiro,8.0
ViliNeto,rogeriolixa,2.0
ViliNeto,Matheus-Matta,4.0
muno3421,rogeriolixa,2.0
wigo007,rogeriolixa,2.0
FIXONWEB,rogeriolixa,2.0
xespi,VitorS0uza,2.0
hermespereira,almirb,2.0
Vinaum8,marcelinhov2,2.0
Vinaum8,almirb,2.0
rdtecnologia,jwdutra,6.0
ramonmatias19,jwdutra,4.0
coffeverton,jwdutra,2.0
eduardoboca,jwdutra,4.0
EffEmPee,JGabriel963,2.0
jjctmoto,JGabriel963,2.0
diogodomanski,JVini0166,2.0
diogodomanski,felipeleite11,2.0
Lucasjnt,agenciasinapse,2.0
jvamancio,schimaia1,4.0
negociartech,schimaia1,4.0
marcolinoffls,schimaia1,4.0
fabiodevn1,schimaia1,2.0
guipi3,srpavani,2.0
vdiaza,srpavani,2.0
ssouza,srpavani,2.0
JVSC99,srpavani,2.0
Vitorwerneck,Tuphiq,2.0
GranamyrBR,Tuphiq,4.0
franklinmoreiras,Tuphiq,2.0
multideskio,TiagoGouvea,2.0
CampeloMarcos,TiagoGouvea,2.0
mathias-ctrl,TiagoGouvea,2.0
llfaria,CarlosSLoureiro,2.0
wandrey7,venturion,2.0
gmarruda,halarumdigital,4.0
ArielS1,halarumdigital,4.0
ArielS1,Gabriel-oc1,2.0
muava12,jrvidotti,2.0
muava12,juancresc,2.0
muava12,kuncoroatmojo,2.0
alenicomar,kuncoroatmojo,2.0
MaiconFelicio,kuncoroatmojo,2.0
robinhodemorais,martoni891,2.0
robinhodemorais,gkp1,2.0
amirhamzh,santos78-hub,2.0
Pantaleaogc,santos78-hub,2.0
agencia904,EnriqueGF,2.0
agencia904,santos78-hub,4.0
agencia904,TheEmanuelSampaio,2.0
EduardoDos-SantosP,santos78-hub,2.0
dv336699,gkp1,2.0
leonardopilz,MattCarneiro,6.0
guigagb,prhost,4.0
guigagb,MattCarneiro,2.0
guigagb,VRAutomatize,4.0
FabioHAraujo,matefs,2.0
FabioHAraujo,joaopauloit,4.0
FabioHAraujo,IGPGCOMERCIO,4.0
FabioHAraujo,JOESTAR117,2.0
nayralopes,joaopauloit,2.0
JOESTAR117,iphoneconsult,2.0
crmkt,JOESTAR117,6.0
factcil-web,JOESTAR117,2.0
fakipper,JOESTAR117,4.0
leonardo-lacerda,JOESTAR117,2.0
GustavoElevenX,JOESTAR117,2.0
Limeirelles,JOESTAR117,2.0
george-WSS,gkp1,2.0
iagocotta,gkp1,2.0
pedro-php,gkp1,2.0
autotrafego,Raphaildest,2.0
autotrafego,gkp1,2.0
ygorsantana,gkp1,2.0
clsshbr2,gkp1,2.0
faganello,gkp1,2.0
martinsjr,gkp1,4.0
prospeccaodigital,gkp1,2.0
axonia-tools,jesulo,2.0
axonia-tools,autonom-ia,4.0
R4T0,brunopinto123,2.0
osombot,Vinaum8,2.0
nerosolutions,hereck,2.0
kyulucas,hereck,2.0
vinidevai,hereck,2.0
gtjadsonsantos,hereck,2.0
ryzinN,hereck,2.0
viniciusvieira00,hereck,2.0
fabiofrances,hereck,2.0
fabiofrances,Leandrogri,6.0
fabiofrances,juliomoreirx,2.0
tmsdesarrollo3,hereck,2.0
tmsdesarrollo3,lucasstxp,2.0
romiltolopes,hereck,2.0
Infomaquina,hereck,2.0
LucasCorrei,hereck,4.0
jayveloper,hereck,2.0
gdok-gestao,hereck,2.0
Felizolinha,edimarsiqueira90,2.0
Jeferson-Diniz,edimarsiqueira90,2.0
RafaFenix,GuianaStore,4.0
andersonid,GuianaStore,4.0
gcbcarneiro,Raphaildest,2.0
gcbcarneiro,GuianaStore,2.0
gcbcarneiro,rodrigobg,2.0
augustobr1to,Ryan03037,2.0
augustobr1to,GuianaStore,2.0
grupojr7,andressalvarez,2.0
grupojr7,gkp1,2.0
grupojr7,VRAutomatize,4.0
tuliosousapro,andressalvarez,4.0
davidneyravyr,andressalvarez,8.0
MMaiconnascimento,andressalvarez,4.0
MustaCH,andressalvarez,2.0
nitinsanghi,andressalvarez,2.0
BryanVillaDev,lucasbarsottini,2.0
Saccomani,BryanVillaDev,4.0
italomarcelogit,MauMauRobert,2.0
italomarcelogit,JBdesarrollo,2.0
italomarcelogit,HPleite01,2.0
DarciCJr,italomarcelogit,2.0
dctsistemas,italomarcelogit,2.0
joao-baza,GilMedeiros,2.0
igordeloyola,luisphtrindade,2.0
Pezhvak,liota,2.0
Pezhvak,Gabriel-oc1,2.0
rcesar,OscarAgent,2.0
rcesar,J-Pster,4.0
jrafael29,rcesar,2.0
bergpinheiro,rcesar,2.0
JordyContador,rcesar,2.0
alissonamorim2004,rcesar,6.0
ElitonJSJr,rcesar,2.0
DiegoFalabella,rcesar,4.0
ribeiro-automatize,rcesar,2.0
admdanielspalma,rlabanca,4.0
ifai-ai,ARMCardoso,2.0
tiburssio,ARMCardoso,2.0
Matheus-SS,ARMCardoso,2.0
prudenciooficial,GilMedeiros,2.0
Raulcvf1,Gabriel-oc1,4.0
IchthysMaranatha,usjavs14,2.0
osmarkozanjr,Bruno-Butzke,4.0
osmarkozanjr,jeanzulk,6.0
osmarkozanjr,Storedias,2.0
osmarkozanjr,ojauumdev,2.0
osmarkozanjr,EnriqueGF,2.0
luislhsc,TiagoGouvea,2.0
parkejunior,VRAutomatize,2.0
raphamzn,parkejunior,4.0
paulop,parkejunior,2.0
nikolinm,lucasnp92,2.0
luizphelipes,lucasnp92,4.0
NieriDantas,lucasnp92,2.0
NieriDantas,maickom88,6.0
PetersonFonseca,lucasnp92,2.0
brunoagentes2025-dot,lucasnp92,2.0
marcelloinfoweb,joao-baza,2.0
marcelloinfoweb,Thyanri,2.0
elimesquita,alebraso,4.0
ravanellodev,alebraso,2.0
Romulorib25,iphoneconsult,2.0
Romulorib25,jaimenasser,2.0
darkklin,JBdesarrollo,4.0
sergio-scardigno,darkklin,4.0
patrickmau,darkklin,6.0
patrickmau,lucasbarsottini,2.0
yewkay,darkklin,4.0
yewkay,patrickmau,2.0
yewkay,erpwoosync,2.0
sergiodmcosta86,musemby,2.0
sergiodmcosta86,darkklin,2.0
luismata01,jaimenasser,2.0
scsrat,jaimenasser,2.0
rojdev,Pbizado,2.0
eugeniocarvalho,Luiz-Otavio-Dorigon,2.0
marcelo-candido,ViniciusLucas14,2.0
juanjosesarabia,marcelo-candido,2.0
Samu3l-95,marcelo-candido,2.0
tecvirtua,marcelo-candido,2.0
maisSistemasDev,marcelo-candido,2.0
charlesbatemarque,marcelo-candido,2.0
PabloBernar,marcelo-candido,2.0
dih1,marcelo-candido,2.0
moraiscode,marcelo-candido,2.0
IntezMercurio,marcelo-candido,2.0
lucasstro,marcelo-candido,2.0
oluanferreira,marcelo-candido,2.0
rrnazario,marcelo-candido,2.0
Vutsoga22,marcelo-candido,2.0
erpwoosync,patrickmau,2.0
thexiox,JBdesarrollo,8.0
thexiox,erpwoosync,2.0
Hedriss10,kileandrasoares,14.0
bparreira17,kileandrasoares,2.0
bparreira17,ViniciusLucas14,2.0
caiython,kileandrasoares,2.0
al3xv0lk,kileandrasoares,2.0
RodrigoFacioDev,chetanshintre,2.0
kondurisai,enoksaju,2.0
kondurisai,giordano221,2.0
kondurisai,chetanshintre,2.0
luisotavio756,chetanshintre,2.0
Juan-Alves-1,chetanshintre,2.0
ip2cloud,HPleite01,2.0
ip2cloud,acauaferreira,4.0
ip2cloud,IgorFSSilva,2.0
cowaleinc,ip2cloud,4.0
n-qber,ip2cloud,6.0
arthurprudenteres,ip2cloud,2.0
diego-lipinski-de-castro,claudiocorazza,2.0
diego-lipinski-de-castro,thexiox,4.0
diego-lipinski-de-castro,ViniciusLucas14,2.0
AL-ALIE,ViniciusLucas14,4.0
thiago-rferreira,ViniciusLucas14,2.0
MarceloArraes,ViniciusLucas14,2.0
barto95100,ViniciusLucas14,2.0
SandroAlmeidaDev,thexiox,2.0
ervaloliveira,thexiox,6.0
AbdelrahimE,thexiox,2.0
phrodriguesilva,thexiox,2.0
lucasbolanho,thexiox,8.0
doazeite,thexiox,4.0
VinnyZK,thexiox,2.0
brunoclc,thexiox,6.0
douglasvargas1995,thexiox,14.0
PedroTigre123,thexiox,4.0
rod-tay,thexiox,2.0
rodrigobg,Ryan03037,2.0
rodrigobg,eudesmcf,2.0
ideiabot,rodrigobg,2.0
danilosouza-dev,rodrigobg,2.0
Orbe2025,rodrigobg,2.0
GMCloudCorp,rodrigobg,2.0
aaguilare,HugooSantos,4.0
cedric-sd,minarkap,4.0
cedric-sd,HugooSantos,2.0
adryansf,ojauumdev,4.0
gerson-henrique,Raphaildest,2.0
techwavedev,Raphaildest,2.0
willianxzy,Raphaildest,2.0
MarcosPPL2,Raphaildest,6.0
carrilloapps,Raphaildest,2.0
WillianyV,Raphaildest,2.0
AdonisTrappe,Raphaildest,2.0
dbechelli,Raphaildest,2.0
razzera,IgorFSSilva,2.0
tainanflores,fabiofrances,2.0
Daquisu,jeanzulk,4.0
Daquisu,Storedias,10.0
Daquisu,DAVIAMERICO242,2.0
Daquisu,italomarcelogit,2.0
Daquisu,felipeleite11,4.0
julia-otomoduarte,italomarcelogit,4.0
jrvidotti,hamzaa53,2.0
ShowtimeProp,HPleite01,2.0
alexdistegit,HPleite01,2.0
rychaardm,HPleite01,4.0
climacompany,HPleite01,2.0
jorceli,opttai,2.0
ensinardigitaldev,opttai,2.0
ryankoh2864,MauMauRobert,2.0
Amr-Abdelaziz,MauMauRobert,2.0
gyulamester,MauMauRobert,4.0
gyulamester,JBdesarrollo,4.0
alepfilho,MauMauRobert,2.0
jeorgy,MauMauRobert,2.0
saulotarsobc,MauMauRobert,10.0
FagnerSiriano,MauMauRobert,4.0
leogarrido96,MauMauRobert,2.0
williambauch,MauMauRobert,2.0
IOhacker,MauMauRobert,2.0
starteventos,MauMauRobert,2.0
mirkarpude,MauMauRobert,2.0
pedrolabreu,MauMauRobert,2.0
caam1406,MauMauRobert,2.0
smoldah,MauMauRobert,2.0
Dilshad4,MauMauRobert,2.0
leo-moraes,Ryan03037,2.0
hypegg,Ryan03037,2.0
jpmartins201,Ryan03037,2.0
thailonlucas,Ryan03037,2.0
thailonlucas,rbernardes,4.0
phpiando,tukangparkir2008,2.0
DRIMOL,johnnybs2,2.0
hudinikdev,johnnybs2,2.0
cendyandreoli,maickom88,6.0
cendyandreoli,johnnybs2,2.0
gabriel-miranda7,tiago18fap,2.0
danilolimar,tiago18fap,2.0
willguitaradmfar,tiago18fap,2.0
dmasciel,tiago18fap,2.0
seckerIA,tiago18fap,4.0
danilobrizola,tiago18fap,2.0
McamargoGotWorx,tiago18fap,2.0
thiagofagundess,tiago18fap,2.0
DieGuilherme,tiago18fap,2.0
rodrigobatista21,tiago18fap,2.0
aleramirezsj,tiago18fap,2.0
engenheiroquant,tiago18fap,2.0
spartagraficos,tiago18fap,2.0
mokbhai,Caous,4.0
WarlaxZ,Caous,2.0
WEBudoGT,danilolimar,4.0
dennismartini,danilolimar,2.0
VinicioAM,wagneralmandes,2.0
VinicioAM,Thyanri,2.0
alexx2601,jeanzulk,2.0
juancresc,VRAutomatize,2.0
trevisanisolutions,juancresc,4.0
Captando,juancresc,2.0
Captando,tiagocaus,2.0
vsalgueiro7,juancresc,2.0
flpnascimento45,juancresc,2.0
pablod1mkt,juancresc,2.0
LeoAzevedo59,juancresc,2.0
rafaeloliveiraz,juancresc,10.0
leonidasamorim,juancresc,2.0
gustavoneves1,juancresc,2.0
samuel-cardoso,juancresc,2.0
rhafiko,giordano221,2.0
rhafiko,juancresc,2.0
rhafiko,s-marques,4.0
rhafiko,ragnafanaticos,4.0
diglesiasus,juancresc,2.0
JBdesarrollo,VRAutomatize,2.0
mvmendes,JBdesarrollo,4.0
Webion2019,JBdesarrollo,2.0
danilobreda,JBdesarrollo,2.0
b8adel,JBdesarrollo,2.0
adriannoes,JBdesarrollo,4.0
Bitmerchants,JBdesarrollo,2.0
CesareIsHere,JBdesarrollo,2.0
iaurg,JBdesarrollo,2.0
luccamrofc,JBdesarrollo,2.0
alyleite,JBdesarrollo,2.0
luisfilipesant,JBdesarrollo,2.0
4y55,JBdesarrollo,2.0
heitorlopes2404,JBdesarrollo,2.0
jose-marcos-costa,JBdesarrollo,2.0
jasp402,JBdesarrollo,2.0
tjmoreira,JBdesarrollo,4.0
jpaguero,JBdesarrollo,4.0
Guiziemann,JBdesarrollo,2.0
Cunhov,JBdesarrollo,2.0
brunorbarroso,JBdesarrollo,2.0
ronanft,JBdesarrollo,2.0
automatikblog,JBdesarrollo,2.0
blopaxcl,JBdesarrollo,2.0
leonardokatayama,JBdesarrollo,2.0
sonnqdromoderno,JBdesarrollo,2.0
KauaMB2,JBdesarrollo,2.0
davinunes,JBdesarrollo,2.0
netdados,JBdesarrollo,14.0
fodaci10,JBdesarrollo,2.0
felipehunter,JBdesarrollo,2.0
jarbasmedeiros,JBdesarrollo,2.0
Teorize,JBdesarrollo,2.0
eudiegoaragao,JBdesarrollo,2.0
samchambela,JBdesarrollo,2.0
isaquetdiniz,JBdesarrollo,2.0
AlejandroCaruso21,JBdesarrollo,2.0
Danilobrm,JBdesarrollo,2.0
cassolisolucoes,JBdesarrollo,2.0
cleiton1982,JBdesarrollo,4.0
lrebola,JBdesarrollo,2.0
cakrumen,michaelvips,2.0
rickdroio,michaelvips,2.0
VRAutomatize,Arenaz3,2.0
gustavo-ferreira03,VRAutomatize,2.0
leonardostefani,VRAutomatize,2.0
lucasjuvencio,VRAutomatize,4.0
matheus-zit,VRAutomatize,2.0
jeanjonathas,OscarAgent,2.0
jeanjonathas,VRAutomatize,2.0
rubslopes,OscarAgent,2.0
rubslopes,VRAutomatize,2.0
j0ng4b,VRAutomatize,2.0
iceblz,VRAutomatize,2.0
SrJhowBR,VRAutomatize,2.0
matheusreis-oliveira,VRAutomatize,4.0
acantidio,VRAutomatize,2.0
rodrigo-p-a,VRAutomatize,2.0
Theusmasiq,VRAutomatize,2.0
zegnhabi,VRAutomatize,2.0
Marcel-Calheiros,VRAutomatize,2.0
pedrolucasoliva,VRAutomatize,2.0
joansafr,VRAutomatize,4.0
ilicilho,VRAutomatize,4.0
raymendoza83,VRAutomatize,2.0
pedromedev,VRAutomatize,2.0
nicholassantoss,OscarAgent,2.0
nicholassantoss,VRAutomatize,2.0
jbtonelli,VRAutomatize,4.0
augustodv,VRAutomatize,2.0
i-monteiro,VRAutomatize,2.0
thesaasfactorydev,VRAutomatize,2.0
DevKleber,VRAutomatize,2.0
rubasolutions,VRAutomatize,2.0
marcio-reino,VRAutomatize,2.0
rat,VRAutomatize,2.0
Alptecsol,VRAutomatize,2.0
ricagmarques,VRAutomatize,2.0
bugzoidTM,VRAutomatize,2.0
portaltn,VRAutomatize,4.0
cleberdorea,VRAutomatize,2.0
xLupus,VRAutomatize,2.0
erickbrz,VRAutomatize,2.0
LucasBueno007,VRAutomatize,2.0
davidsonbsb,VRAutomatize,4.0
lordjack,VRAutomatize,2.0
brunosantoos,VRAutomatize,2.0
markinhok2,WLpereira,2.0
wallacemartinss,lucasstxp,2.0
manfromearthyt,bodolay-prog,2.0
HeitorAgily,cowaleinc,2.0
ezzCoutinho,Lucasbrunoferreira,2.0
DaianaSimao,ezzCoutinho,2.0
iqueroman,musemby,2.0
iqueroman,patrickmau,2.0
NathyG2524,musemby,2.0
piranhyak,musemby,2.0
dariogcode,musemby,2.0
caiogui,HELIOPOTELICKI,2.0
