Vertex,Label,DegreeCentrality,BetweennessCentrality,ClosenessCentrality,PageRank
469,brunosantanarj,0.000466,0.000000,0.001876,0.000070
470,robsonrosa,0.000466,0.000000,0.000932,0.000070
471,DoShaston,0.000000,0.000000,0.000000,0.000070
472,jjmmbb,0.000699,0.000001,0.001243,0.000090
473,Vixti,0.000233,0.000000,0.000000,0.000077
474,gptesv,0.000932,0.000000,0.000000,0.000248
475,lcssurf,0.000233,0.000000,0.000466,0.000070
476,flavianoredressa,0.000466,0.000000,0.011414,0.000070
477,gu1Vaz,0.000466,0.000000,0.000000,0.000137
478,brunoblbla,0.000233,0.000000,0.000466,0.000070
479,Regis-BR,0.000000,0.000000,0.000000,0.000070
480,joaocps,0.000233,0.000000,0.001193,0.000070
481,gbpufscar,0.000233,0.000000,0.001193,0.000070
482,DaniloGouvea,0.000233,0.000000,0.001193,0.000070
483,zaryabmustafa,0.000233,0.000000,0.001193,0.000070
484,luisadidomenico,0.000233,0.000000,0.001193,0.000070
485,maikramer,0.000233,0.000000,0.001193,0.000070
486,phroriz,0.001865,0.000000,0.000000,0.000375
487,beeowned,0.000233,0.000000,0.000466,0.000070
488,dhyegocalota,0.000233,0.000000,0.000466,0.000070
489,danielvieirabrwo,0.001632,0.000003,0.004093,0.000071
490,ppimentelrj,0.000233,0.000000,0.000466,0.000070
491,RenanRodriguesTI,0.000466,0.000000,0.000932,0.000070
492,asanches-dot,0.000233,0.000000,0.000466,0.000070
493,edubortolotti,0.000000,0.000000,0.000000,0.000070
494,jholhewres,0.000233,0.000000,0.000000,0.000077
495,carola-m,0.000932,0.000000,0.000000,0.000278
496,FelipeVeiga,0.000233,0.000000,0.000466,0.000070
497,bgoncalves98,0.000233,0.000000,0.000466,0.000070
498,mariano-aferrari,0.000233,0.000000,0.000466,0.000070
499,andifilhohub,0.003263,0.000012,0.000466,0.000993
500,thiagotoffanetto,0.000233,0.000000,0.000622,0.000070
501,ftruppel,0.000233,0.000000,0.000622,0.000070
502,matewz,0.000233,0.000000,0.000622,0.000070
503,jdinix,0.000233,0.000000,0.000622,0.000070
504,JMultimidia,0.000233,0.000000,0.000622,0.000070
505,rodolphoAle,0.000466,0.000000,0.001243,0.000070
506,erigobeli,0.000233,0.000000,0.000622,0.000070
507,michumichifu,0.000233,0.000000,0.000622,0.000070
508,CuriousGu,0.000233,0.000000,0.000622,0.000070
509,abdulsamadola,0.000233,0.000000,0.000622,0.000070
510,rhuan-angio,0.000233,0.000000,0.000466,0.000070
511,AntonioWeb-dev,0.001865,0.000007,0.000466,0.000364
512,Lmagalhaesz,0.000233,0.000000,0.000622,0.000070
513,guilhermegobbo,0.000233,0.000000,0.003481,0.000070
514,masimpacto,0.000000,0.000000,0.000000,0.000070
515,wagnerraugustp,0.000233,0.000000,0.000466,0.000070
516,codemaoz90,0.000233,0.000000,0.000466,0.000070
517,JhonTechBr,0.000699,0.000000,0.003318,0.000070
518,utadluis,0.000233,0.000000,0.000932,0.000070
519,rarisenpai,0.000233,0.000000,0.000932,0.000070
520,hasiburbondstein-dotcom,0.000233,0.000000,0.000000,0.000129
521,CosminIordache,0.000233,0.000000,0.000466,0.000070
522,moabmoraes,0.000000,0.000000,0.000000,0.000070
523,avaleadoficial,0.001399,0.000000,0.000000,0.000758
524,fabriciofeijo,0.000466,0.000002,0.000466,0.000140
525,nachokhan,0.000233,0.000000,0.000466,0.000070
526,andreylima,0.000699,0.000000,0.001727,0.000070
527,WesleyjanLacerda,0.001399,0.000000,0.000000,0.000426
528,Edupazzi,0.000233,0.000000,0.000466,0.000070
529,Julio-Braz,0.000233,0.000000,0.000466,0.000070
530,truutruu667-cloud,0.000233,0.000000,0.000466,0.000070
531,dani-pinheiro01,0.000233,0.000000,0.000466,0.000070
532,viictorcamposs,0.000233,0.000000,0.000466,0.000070
533,WevertonRufoTavares,0.000233,0.000000,0.000466,0.000070
534,leoslg,0.000466,0.000000,0.000000,0.000189
535,davidmnzs,0.000466,0.000000,0.000466,0.000070
536,gabrielroger2020,0.002098,0.000000,0.004476,0.000070
537,Danilim04,0.000233,0.000000,0.000839,0.000070
538,mv8digital,0.000233,0.000000,0.000839,0.000070
539,MUKINH4,0.000233,0.000000,0.000839,0.000070
540,pontedigital1,0.001399,0.000000,0.004775,0.000070
541,gabrielrouss,0.000466,0.000000,0.001457,0.000070
542,astoraoliveira-alt,0.000466,0.000000,0.000000,0.000136
543,midcompany,0.000233,0.000000,0.000466,0.000070
544,mizaelks,0.000699,0.000000,0.000466,0.000111
545,LucianTavares,0.000466,0.000000,0.001049,0.000070
546,rodrigorochanl,0.000233,0.000000,0.000622,0.000070
547,jsonmc96,0.000233,0.000000,0.000622,0.000070
548,felipematos,0.000233,0.000000,0.000000,0.000070
549,DAVIAMERICO242,0.005361,0.000103,0.002331,0.000953
550,Lucasendlichgomes,0.000699,0.000000,0.000000,0.000126
551,TilsonM17,0.000699,0.000000,0.001399,0.000070
552,icarojobs,0.000699,0.000000,0.000000,0.000166
553,AlexandreProenca,0.000233,0.000000,0.000466,0.000070
554,MohaDevPro,0.000466,0.000000,0.001049,0.000070
555,Legionariocf,0.000233,0.000000,0.000000,0.000076
556,rapososoftwares,0.000000,0.000000,0.000000,0.000070
557,salomonamiga,0.000000,0.000000,0.000000,0.000070
558,TML-CODES,0.000233,0.000000,0.000000,0.000070
559,marquinhos2701,0.000699,0.000000,0.000000,0.000195
560,nrokiredef,0.000233,0.000000,0.000466,0.000070
561,RaphaelBerbel,0.000233,0.000000,0.000466,0.000070
562,linefds,0.000699,0.000000,0.000000,0.000096
563,backupsGit,0.000466,0.000000,0.000000,0.000189
564,gcdesigner,0.000233,0.000000,0.000466,0.000070
565,lfvperes,0.000233,0.000000,0.000466,0.000070
566,raguife,0.000466,0.000000,0.000000,0.000291
567,jesustejerina,0.000233,0.000000,0.000466,0.000070
568,brennersc,0.001632,0.000000,0.000000,0.000402
569,marciodiasdeveloper,0.000233,0.000000,0.000466,0.000070
570,gustavodona,0.000233,0.000000,0.000466,0.000070
571,afrociberdelio,0.000233,0.000000,0.000466,0.000070
572,rillerqueiroz,0.000932,0.000000,0.002098,0.000070
573,Bubex,0.000233,0.000000,0.000466,0.000070
574,RodolfoBonis,0.000233,0.000000,0.000466,0.000070
575,willzins,0.000233,0.000000,0.000000,0.000232
576,nandobfer,0.000932,0.000001,0.000932,0.000130
577,Tom225533,0.000233,0.000000,0.000839,0.000070
578,ktfth,0.000466,0.000000,0.000000,0.000139
579,caionorder,0.001399,0.000000,0.002855,0.000070
580,CarlosEReis,0.000233,0.000000,0.000466,0.000070
581,lotto645sandeepkumar-sys,0.000000,0.000000,0.000000,0.000070
582,vinicius-acruz,0.000699,0.000000,0.000000,0.000146
583,darwingtx,0.000466,0.000000,0.000932,0.000070
584,educardoso,0.000932,0.000003,0.001904,0.000189
585,JoaoAFSousa,0.000233,0.000000,0.001492,0.000070
586,rosbergrodrigues,0.000233,0.000000,0.001492,0.000070
587,gabrielhhaber,0.002564,0.000000,0.000000,0.000663
588,MikeSoft,0.000233,0.000000,0.000466,0.000070
589,pedroSoaresll,0.000932,0.000000,0.010270,0.000070
590,floresdemoksha,0.000233,0.000000,0.000466,0.000070
591,Pohl2025,0.000233,0.000000,0.000466,0.000070
592,MONTAR0N,0.000233,0.000000,0.000466,0.000070
593,gabrielmarketingfrt-hash,0.000000,0.000000,0.000000,0.000070
594,kleberit,0.000000,0.000000,0.000000,0.000070
595,oMaiaa,0.000699,0.000000,0.000000,0.000195
596,davijr,0.000233,0.000000,0.000466,0.000070
597,shNerotic,0.000233,0.000000,0.000466,0.000070
598,orlandombaa,0.000000,0.000000,0.000000,0.000070
599,lucianokatze,0.000699,0.000000,0.000000,0.000199
600,EmadBiteon,0.000466,0.000000,0.000932,0.000070
601,Vitordotpy,0.006061,0.000643,0.010819,0.001246
602,NabilSgar,0.000233,0.000000,0.007921,0.000070
603,sostenesapollo,0.000699,0.000000,0.002295,0.000070
604,mike66888866-beep,0.000466,0.000000,0.000000,0.000233
605,dpaes,0.011189,0.000000,0.035139,0.000070
606,wleopach,0.000233,0.000000,0.000000,0.000070
607,im1hamada,0.000233,0.000000,0.000000,0.000100
608,santonymous,0.000233,0.000000,0.000000,0.000070
609,andres99x,0.000699,0.000001,0.002317,0.000070
610,vitusan,0.000233,0.000000,0.001526,0.000070
611,HectorMouraM,0.000233,0.000000,0.001526,0.000070
612,top-master,0.000233,0.000000,0.000000,0.000090
613,limadrops06-ui,0.000699,0.000000,0.000000,0.000218
614,delattre1,0.000466,0.000000,0.001678,0.000070
615,voacatofe,0.000233,0.000000,0.000466,0.000070
616,igorafDEV,0.000233,0.000000,0.000466,0.000070
617,Eslamahmed211,0.000000,0.000000,0.000000,0.000070
618,exiliumgames,0.000000,0.000000,0.000000,0.000070
619,zerosantos2207-creator,0.000000,0.000000,0.000000,0.000070
620,ghost,0.001399,0.000000,0.007459,0.000070
621,Albatroxi,0.000233,0.000000,0.001526,0.000070
622,raphaelscaf,0.000233,0.000000,0.001526,0.000070
623,VictorWollyver,0.000233,0.000000,0.001526,0.000070
624,diogod2r,0.000233,0.000000,0.001809,0.000070
625,adindaco,0.000233,0.000000,0.001809,0.000070
626,igorcb123,0.000000,0.000000,0.000000,0.000070
627,natanlopes01,0.003730,0.000011,0.000466,0.000654
628,tasfw,0.000932,0.000000,0.007082,0.000070
629,GustavoNovak,0.000699,0.000000,0.001989,0.000070
630,brunobsolano,0.000233,0.000000,0.000622,0.000070
631,MatheusCostaVaz,0.000932,0.000003,0.001876,0.000100
632,tonimoreiraa,0.001632,0.000030,0.001049,0.000490
633,joacir,0.000233,0.000000,0.000622,0.000070
634,WanderleyGrecco,0.002331,0.000022,0.002036,0.000248
635,byronkenoly,0.000233,0.000000,0.000466,0.000070
636,vitoramaral10,0.001166,0.000038,0.006132,0.000195
637,jardeldourado10,0.000233,0.000000,0.005142,0.000070
638,leonardobitt,0.000466,0.000000,0.000000,0.000189
639,caua1503,0.000233,0.000000,0.000466,0.000070
640,thivalente,0.000233,0.000000,0.000466,0.000070
641,crawlchange,0.000233,0.000000,0.000000,0.000125
642,firstatack,0.000000,0.000000,0.000000,0.000070
643,thezykedev,0.000233,0.000000,0.000000,0.000129
644,MELUAUTOMACOES,0.000233,0.000000,0.000466,0.000070
645,samuelseixassilva,0.000000,0.000000,0.000000,0.000070
646,vduggen,0.000000,0.000000,0.000000,0.000070
647,LuizFelipeCode,0.000000,0.000000,0.000000,0.000070
648,frieck,0.000466,0.000000,0.000000,0.000130
649,rivasduran,0.000233,0.000000,0.000466,0.000070
650,elmandayp,0.000233,0.000000,0.007921,0.000070
651,jinfanzon,0.000233,0.000000,0.000000,0.000129
652,campodonio-bit,0.000233,0.000000,0.000466,0.000070
653,dvmarthur,0.000932,0.000000,0.000000,0.000244
654,Belkior,0.000466,0.000000,0.000932,0.000070
655,rafaelpoa,0.000233,0.000000,0.000466,0.000070
656,cardosoleandro,0.000466,0.000000,0.000932,0.000070
657,GMUNDI,0.000000,0.000000,0.000000,0.000070
658,PhantixRoot,0.000466,0.000000,0.000000,0.000144
659,000MaDz000,0.000233,0.000000,0.000466,0.000070
660,Davis-IA,0.000233,0.000000,0.000000,0.000213
661,MikhailProfile,0.001865,0.000015,0.001049,0.000336
662,nidomus,0.001166,0.000000,0.000000,0.000475
663,Phristyle,0.003030,0.000007,0.001865,0.000446
664,nicolaseleitorweb-star,0.000233,0.000000,0.000466,0.000070
665,marcosmarf27,0.000233,0.000000,0.000466,0.000070
666,dgreis,0.000466,0.000000,0.002686,0.000070
667,furious,0.000466,0.000001,0.001526,0.000070
668,olucastoledo,0.002098,0.000000,0.000000,0.000592
669,RuanWill29,0.000233,0.000000,0.000466,0.000070
670,telenovo-telecom,0.000233,0.000000,0.000466,0.000070
671,matheushug0,0.000466,0.000000,0.001049,0.000070
672,Tutiten,0.000466,0.000000,0.000932,0.000070
673,ErickECD,0.000233,0.000000,0.000466,0.000070
674,NightWolfw,0.000233,0.000000,0.000466,0.000070
675,Batt0sa1,0.002564,0.000000,0.000000,0.000782
676,isadoragalvaoss,0.000233,0.000000,0.000466,0.000070
677,RaphaDZN,0.000233,0.000000,0.000466,0.000070
678,claudiohsc,0.000233,0.000000,0.000466,0.000070
679,diegocpires,0.000233,0.000000,0.000466,0.000070
680,htsnet,0.000233,0.000000,0.000466,0.000070
681,nicolastrabalho-rgb,0.000233,0.000000,0.000466,0.000070
682,cassianomansano,0.000466,0.000000,0.001523,0.000070
683,danielfsbarreto,0.000233,0.000000,0.001632,0.000070
684,fatguru,0.000233,0.000000,0.000000,0.000070
685,DaviResDev,0.000932,0.000000,0.000000,0.000207
686,celiacarvalhopsi10-commits,0.000233,0.000000,0.000466,0.000070
687,Allternatelab,0.000233,0.000000,0.000466,0.000070
688,Fotonnn,0.000699,0.000003,0.002280,0.000100
689,bocmx,0.000466,0.000000,0.002139,0.000070
690,gomes0202,0.000233,0.000000,0.000000,0.000070
691,stevapps0,0.000233,0.000000,0.001834,0.000070
692,JoaoCaFeBe,0.000000,0.000000,0.000000,0.000070
693,Pequem,0.000932,0.000000,0.000000,0.000141
694,lksdog,0.000699,0.000000,0.000000,0.000189
695,Clistenis99,0.000233,0.000000,0.000466,0.000070
696,GabrielMBoeira,0.000233,0.000000,0.000466,0.000070
697,venturion,0.001399,0.000010,0.000622,0.000251
698,jsoescobar,0.000233,0.000000,0.000699,0.000070
699,tosipaulo,0.000466,0.000000,0.001049,0.000070
700,gahius,0.000233,0.000000,0.000622,0.000070
701,allanrms,0.000233,0.000000,0.000622,0.000070
702,Filipe-QuickFlip,0.000233,0.000000,0.000622,0.000070
703,andreswiidigital,0.000233,0.000000,0.000622,0.000070
704,uelton22,0.000233,0.000000,0.000622,0.000070
705,brendonalcantara97,0.000233,0.000000,0.000622,0.000070
706,dennerstorres,0.000233,0.000000,0.000622,0.000070
707,thiagomirandamc,0.000233,0.000000,0.000622,0.000070
708,dresslerfelipe,0.000233,0.000000,0.000622,0.000070
709,LucianoSilvaSantos,0.000233,0.000000,0.000622,0.000070
710,aislandener,0.000233,0.000000,0.000622,0.000070
711,PHDiniiz,0.000233,0.000000,0.000622,0.000070
712,evieira357,0.000466,0.000000,0.002023,0.000070
713,arielesp,0.000233,0.000000,0.000622,0.000070
714,kbetoacero,0.001399,0.000000,0.000000,0.000970
715,gabriel447,0.000233,0.000000,0.000466,0.000070
716,razametal,0.000233,0.000000,0.000466,0.000070
717,FrewsDev,0.000000,0.000000,0.000000,0.000070
718,josemiguelq,0.001632,0.000274,0.013840,0.000271
719,paranatrack,0.000233,0.000000,0.011245,0.000070
720,esskyyy,0.000233,0.000000,0.011245,0.000070
721,biscoitodoja-bit,0.000233,0.000000,0.000000,0.000070
722,andre-tolentino,0.000233,0.000000,0.000622,0.000070
723,LincolnFranca,0.000233,0.000000,0.000622,0.000070
724,ofabianomartins,0.000233,0.000000,0.000000,0.000129
725,AngeloBestetti,0.000233,0.000000,0.000466,0.000070
726,lluiscab,0.000233,0.000000,0.000000,0.000129
727,luiscabus,0.000233,0.000000,0.000466,0.000070
728,dylanoli,0.000699,0.000015,0.000466,0.000127
729,Sarkozit,0.000699,0.000000,0.000000,0.000248
730,pedrobtenorio,0.000233,0.000000,0.000466,0.000070
731,ivanmirandaf,0.000233,0.000000,0.000466,0.000070
732,jose-villamizar-JVL,0.000466,0.000000,0.000000,0.000085
733,ArturoRivera98,0.000466,0.000000,0.000000,0.000130
734,paulobautz,0.000233,0.000000,0.000466,0.000070
735,heber0s,0.002797,0.000002,0.000466,0.000498
736,ericklb84,0.000466,0.000000,0.000932,0.000070
737,persi-ai,0.000233,0.000000,0.000622,0.000070
738,crazynds,0.001166,0.000000,0.002821,0.000070
739,vanchenkin,0.000233,0.000000,0.000622,0.000070
740,lucafanucchi,0.000699,0.000000,0.002295,0.000070
741,sako313,0.000233,0.000000,0.000622,0.000070
742,naeem-afadar,0.000233,0.000000,0.000622,0.000070
743,abhinavaggarwal1981,0.000233,0.000000,0.000622,0.000070
744,MIGUELNINOSILVA,0.000466,0.000000,0.001049,0.000070
745,douglasfranciscon,0.001166,0.000000,0.000000,0.000317
746,guilherme2711,0.000233,0.000000,0.000000,0.000471
747,CaymanS0,0.002797,0.000006,0.000932,0.000943
748,CGSobral,0.000699,0.000000,0.000000,0.000682
749,benjaminheredia1,0.000233,0.000000,0.000466,0.000070
750,ederbatera,0.000233,0.000000,0.000466,0.000070
751,lokoquax,0.004662,0.000348,0.002280,0.001741
752,carlosqlt-007,0.000000,0.000000,0.000000,0.000070
753,brunodsstudio,0.000233,0.000000,0.000699,0.000070
754,andrealencar,0.000233,0.000000,0.000839,0.000070
755,andrekutianski,0.000466,0.000000,0.001457,0.000070
756,guhweb,0.000233,0.000000,0.000839,0.000070
757,thiagoomatheus,0.001399,0.000000,0.003497,0.000070
758,danielrvieira,0.001399,0.000002,0.000622,0.000664
759,gabizera,0.000233,0.000000,0.000839,0.000070
760,edersonmartinsv,0.000233,0.000000,0.000839,0.000070
761,ricdemgtz,0.000932,0.000000,0.000000,0.000278
762,Hatem-UrWave,0.000466,0.000000,0.000932,0.000070
763,darc1008,0.000233,0.000000,0.000466,0.000070
764,ShIvAmKaUsHaL69,0.000233,0.000000,0.000466,0.000070
765,moamkh,0.000233,0.000000,0.000466,0.000070
766,liuanmachado19,0.000466,0.000000,0.004230,0.000070
767,yLost,0.000466,0.000000,0.001840,0.000070
768,JhonnMeira,0.000233,0.000000,0.001632,0.000070
769,Massa191,0.000233,0.000000,0.001632,0.000070
770,miltonbastos,0.000699,0.000000,0.000000,0.000199
771,caioamaral,0.000233,0.000000,0.000466,0.000070
772,meumlpontocom,0.000233,0.000000,0.000466,0.000070
773,LucasGazulaICCAP,0.000932,0.000001,0.000466,0.000207
774,ddavid-almeida,0.002797,0.000034,0.010516,0.000189
775,nadoneves,0.000233,0.000000,0.000622,0.000070
776,dimitrihartt,0.000233,0.000000,0.000622,0.000070
777,Oivolari,0.000466,0.000000,0.000000,0.000130
778,rubithedev,0.000466,0.000000,0.000932,0.000070
779,nestordavalos,0.000699,0.000000,0.000932,0.000070
780,protracker251437,0.002098,0.000000,0.000000,0.000464
781,GabrielM0709,0.000233,0.000000,0.000466,0.000070
782,vinitercariol,0.000233,0.000000,0.000466,0.000070
783,Flow-Sistemas,0.000233,0.000000,0.000466,0.000070
784,w-mcardoso,0.000233,0.000000,0.000466,0.000070
785,agvirgula,0.000233,0.000000,0.000466,0.000070
786,fredericopaulista,0.000233,0.000000,0.000466,0.000070
787,jayceadler,0.000466,0.000000,0.000000,0.000189
788,DCajiao,0.000233,0.000000,0.000466,0.000070
789,DevGabito0709,0.000233,0.000000,0.000466,0.000070
790,strvictor,0.000233,0.000000,0.000699,0.000070
791,AnxHall,0.000932,0.000000,0.003399,0.000070
792,Tiagoamrein,0.000233,0.000000,0.000699,0.000070
793,jonra1993,0.000233,0.000000,0.000699,0.000070
794,paulohenrique14,0.001399,0.000000,0.000000,0.000912
795,lucasnjsilva,0.000233,0.000000,0.000466,0.000070
796,Efluxoautomacao,0.000233,0.000000,0.000466,0.000070
797,reno3788,0.000233,0.000000,0.000466,0.000070
798,albanirneves,0.001865,0.000000,0.007964,0.000070
799,M4rdine,0.000699,0.000000,0.002842,0.000070
800,sonicwil,0.000233,0.000000,0.000993,0.000070
801,NestorMiniDEV,0.000233,0.000000,0.000993,0.000070
802,Mdmartinez97,0.000233,0.000000,0.000993,0.000070
803,HELIOPOTELICKI,0.003730,0.000244,0.001665,0.001091
804,JulioLang,0.000233,0.000000,0.000993,0.000070
805,kcifuentes,0.000233,0.000000,0.000993,0.000070
806,rrodriguescs,0.000233,0.000000,0.000993,0.000070
807,tomatoes-prog,0.000233,0.000000,0.000993,0.000070
808,fbeas,0.000233,0.000000,0.000993,0.000070
809,brasiljh,0.000233,0.000000,0.000993,0.000070
810,lafi87,0.000233,0.000000,0.000993,0.000070
811,lwkoon,0.000233,0.000000,0.000993,0.000070
812,im-srj,0.000233,0.000000,0.000993,0.000070
813,maysoncbn1-glitch,0.002331,0.000000,0.000000,0.000517
814,Ebaoj,0.000233,0.000000,0.000466,0.000070
815,sanches182,0.000233,0.000000,0.000466,0.000070
816,marcinn001,0.000233,0.000000,0.000466,0.000070
817,ricardotassone,0.000233,0.000000,0.000466,0.000070
818,Yefclub,0.000233,0.000000,0.000466,0.000070
819,raulsilvaitpro,0.000233,0.000000,0.000466,0.000070
820,bernardes-93,0.000233,0.000000,0.000466,0.000070
821,gminarello,0.000233,0.000000,0.001925,0.000070
822,Jeferson-Ramos-Einov,0.000233,0.000000,0.001925,0.000070
823,eduardobassan,0.000233,0.000000,0.001925,0.000070
824,Emanuelvtsg,0.000233,0.000000,0.001925,0.000070
825,Carloscadu8700,0.000233,0.000000,0.001925,0.000070
826,accuhealth-cl,0.000233,0.000000,0.000000,0.000129
827,rodrigotvq,0.000000,0.000000,0.000000,0.000070
828,augustosturm,0.003963,0.000106,0.001705,0.000894
829,joweste,0.000699,0.000004,0.006790,0.000071
830,abextadu,0.000233,0.000000,0.001557,0.000070
831,hiker328,0.000233,0.000000,0.001557,0.000070
832,edsonalanis,0.000699,0.000008,0.001557,0.000161
833,andrealmei,0.000233,0.000000,0.001557,0.000070
834,miguelarcjr,0.000233,0.000000,0.001557,0.000070
835,cayquecastellucci,0.000233,0.000000,0.001557,0.000070
836,joaoppa,0.000233,0.000000,0.001557,0.000070
837,Rodrigo-SE03,0.000233,0.000000,0.001557,0.000070
838,rafael-keller,0.001399,0.000005,0.002244,0.000101
839,sachinravindran,0.000233,0.000000,0.001557,0.000070
840,antoniomldev,0.000000,0.000000,0.000000,0.000070
841,VictorCard2022,0.000233,0.000000,0.000000,0.000100
842,mauriblint,0.000466,0.000000,0.003133,0.000070
843,jfobaltazar,0.000000,0.000000,0.000000,0.000070
844,Panic1811,0.000466,0.000000,0.000000,0.000189
845,Shadoxity,0.000233,0.000000,0.000466,0.000070
846,djbautista,0.000233,0.000000,0.000466,0.000070
847,tvbrgamer,0.000000,0.000000,0.000000,0.000070
848,DevNeuronex,0.000233,0.000000,0.000622,0.000070
849,AbdullahZaher,0.000233,0.000000,0.000000,0.000100
850,caiobleggi,0.000699,0.000000,0.001526,0.000070
851,ddean6232,0.001632,0.000000,0.000000,0.000445
852,Gtiware,0.000233,0.000000,0.000466,0.000070
853,amo-mkt,0.000233,0.000000,0.000466,0.000070
854,life347,0.000233,0.000000,0.000466,0.000070
855,franciscof5,0.000233,0.000000,0.000466,0.000070
856,Jpcampos123,0.000233,0.000000,0.000466,0.000070
857,trojantm,0.003963,0.000569,0.007768,0.001199
858,juniorgermano,0.000699,0.000000,0.007650,0.000070
859,iamedusm,0.001632,0.000175,0.006389,0.000184
860,poupeplanfinan,0.000233,0.000000,0.006199,0.000070
861,AndersonProfeta,0.000233,0.000000,0.006199,0.000070
862,Matrix-Bebeto,0.000233,0.000000,0.006199,0.000070
863,robsonflowers,0.000699,0.000000,0.006790,0.000070
864,nathanarend,0.000233,0.000000,0.006199,0.000070
865,everttoncampos,0.000233,0.000000,0.006199,0.000070
866,GuianaStore,0.001399,0.000050,0.006199,0.000238
867,austriansnow,0.000932,0.000000,0.000000,0.000268
868,pedroivobraga,0.000699,0.000000,0.002462,0.000070
869,esalonso,0.000233,0.000000,0.000466,0.000070
870,brunoleitem,0.000233,0.000000,0.000466,0.000070
871,natani3ls,0.000233,0.000000,0.000466,0.000070
872,salmeidagois,0.002098,0.000000,0.000000,0.000608
873,joanna-carvalho,0.000466,0.000000,0.000932,0.000070
874,trendplacebr,0.000233,0.000000,0.000466,0.000070
875,ViniciusDalZot,0.000233,0.000000,0.000466,0.000070
876,zxtheuxz,0.000932,0.000002,0.000466,0.000226
877,willskz,0.000233,0.000000,0.000466,0.000070
878,matheusaudi,0.000233,0.000000,0.000466,0.000070
879,augustresende,0.000233,0.000000,0.000466,0.000070
880,sanini,0.000000,0.000000,0.000000,0.000070
881,kingkaibr,0.000233,0.000000,0.000000,0.000090
882,021fneves,0.000233,0.000000,0.002159,0.000070
883,allanbrunobr,0.000233,0.000000,0.000000,0.000129
884,crosspopz,0.000233,0.000000,0.000466,0.000070
885,leonardoFrizziFetchly,0.000699,0.000000,0.000000,0.000201
886,1Jo1,0.000233,0.000000,0.000466,0.000070
887,spacewaterbear,0.000233,0.000000,0.000466,0.000070
888,edusachs,0.000932,0.000000,0.000000,0.000262
889,hyagonani,0.000466,0.000000,0.000932,0.000070
890,francisbreit,0.000466,0.000000,0.000000,0.000189
891,Jaya-Braga,0.000233,0.000000,0.000466,0.000070
892,gqueirozs,0.000000,0.000000,0.000000,0.000070
893,FBrandex,0.000932,0.000000,0.000000,0.000278
894,janiohr,0.000233,0.000000,0.000466,0.000070
895,Lsmelo80,0.000233,0.000000,0.000466,0.000070
896,sibelius,0.000233,0.000000,0.000466,0.000070
897,JoePereiraa,0.000233,0.000000,0.000839,0.000070
898,UnDer-7,0.000466,0.000000,0.001840,0.000070
899,saggerbr,0.000233,0.000000,0.000000,0.000129
900,creditosya26-creator,0.000233,0.000000,0.000466,0.000070
901,jacksonlcruz,0.001166,0.000000,0.000000,0.000521
902,Claudi0-Oliveira,0.000233,0.000000,0.000466,0.000070
903,jbenteu,0.002564,0.000053,0.001665,0.000393
904,iderlando,0.000233,0.000000,0.000466,0.000070
905,Liviofrol,0.000233,0.000000,0.000466,0.000070
906,lbfabiano7,0.000233,0.000000,0.000000,0.000126
907,rodolfocella,0.000932,0.000000,0.000000,0.000228
908,Sajidali001,0.000699,0.000000,0.001399,0.000070
909,johnathanscc,0.000233,0.000000,0.000466,0.000070
910,brunocastilho88,0.000233,0.000000,0.000466,0.000070
911,Casmei,0.000000,0.000000,0.000000,0.000070
912,viniciusbraz-dev,0.000932,0.000002,0.000699,0.000209
913,karthiknitt,0.000233,0.000000,0.000746,0.000070
914,JoseAngelGlz,0.000233,0.000000,0.000746,0.000070
915,primocassiano,0.000000,0.000000,0.000000,0.000070
916,LeninZapata,0.000233,0.000000,0.001066,0.000070
917,camarigor,0.000233,0.000000,0.000000,0.000076
918,kay0ramon,0.000699,0.000057,0.001291,0.000126
919,lvfproducao,0.000466,0.000000,0.003133,0.000070
920,augustocss,0.000233,0.000000,0.001291,0.000070
921,gomesOseias,0.000233,0.000000,0.001291,0.000070
922,jotarodriguezv,0.000699,0.000000,0.000000,0.000218
923,sgrcreations,0.000233,0.000000,0.000466,0.000070
924,itukconsulting,0.000233,0.000000,0.000466,0.000070
925,devjn1998,0.000466,0.000000,0.000000,0.000525
926,wylken,0.000932,0.000000,0.000000,0.000209
927,cassiodev,0.000233,0.000000,0.000466,0.000070
928,matheuslenke,0.000233,0.000000,0.000466,0.000070
929,sergiogonzalezfreelance,0.000233,0.000000,0.000000,0.000088
930,imagine-pat,0.002797,0.000008,0.000622,0.000784
931,delim777,0.000233,0.000000,0.000699,0.000070
932,edsonwachholz,0.000233,0.000000,0.000699,0.000070
933,alhaag,0.000699,0.000000,0.001066,0.000070
934,pedrosantosexe,0.000233,0.000000,0.000699,0.000070
935,andreynevez,0.000466,0.000000,0.001066,0.000070
936,Thyanri,0.000932,0.000002,0.000699,0.000189
937,atlasborn,0.000233,0.000000,0.000699,0.000070
938,gibranpulga,0.000233,0.000000,0.000699,0.000070
939,marioirodrigues-dev,0.000699,0.000000,0.000000,0.000178
940,VicenteBatistaVB,0.002564,0.000006,0.000466,0.001232
941,phLuna,0.000233,0.000000,0.000622,0.000070
942,brumviews,0.000233,0.000000,0.000622,0.000070
943,EduardoAndradeMachado,0.000233,0.000000,0.000622,0.000070
944,mcabral2510,0.000699,0.000000,0.002166,0.000070
945,melzilucas,0.000233,0.000000,0.000622,0.000070
